x,y,theta,mean_error,initial_x,initial_y,initial_theta,mean_error_initial,odom_x,odom_y,odom_theta
0.8848947332751841,-3.868232755436135,0.7182801166652988,0.15450308236409827,0.6716232459847882,-4.084824984769287,0.6752097628374468,0.19978331622991302,0.6716232459847882,-4.084824984769287,0.6752097628374468
0.885071949955331,-3.8680533208865113,0.7184104449947839,0.15450275270595007,0.6717746468504239,-4.084701873994434,0.6901994846121738,0.1930478940160933,0.6717746468504239,-4.084701873994434,0.6901994846121738
0.8853911431571035,-3.867998801374667,0.7184500407178933,0.15450243218432172,0.6717509918520712,-4.084721877557437,0.7137128749357107,0.19754386261846735,0.6717509918520712,-4.084721877557437,0.7137128749357107
0.892484810294621,-3.880340149491403,0.7972856760695671,0.1529642991004465,0.6717470382021269,-4.08472542060002,0.7476491920196119,0.20580691850382363,0.6717470382021269,-4.08472542060002,0.7476491920196119
0.8923321199544139,-3.8802111605067298,0.7973825565652239,0.15296462065636357,0.671726732369376,-4.084744933052237,0.7833023465447575,0.18977691458759005,0.671726732369376,-4.084744933052237,0.7833023465447575
0.8914966826924782,-3.8797711566679505,0.7993507961886552,0.15299490000949648,0.6717626146847392,-4.08470789301596,0.8192434681710549,0.21378337859148788,0.6717626146847392,-4.08470789301596,0.8192434681710549
0.8892076392968391,-3.875484355222359,0.8907465923815725,0.15474837702942054,0.6717645068411983,-4.08470579375203,0.8552361991950376,0.1960256219288848,0.6717645068411983,-4.08470579375203,0.8552361991950376
0.8895902439761669,-3.8731941328230604,0.8910444612090813,0.1547386653164348,0.6718069855486112,-4.08465511060217,0.8912399691870443,0.1977631963445139,0.6718069855486112,-4.08465511060217,0.8912399691870443
0.8911588327831022,-3.8707985370154594,0.8914219744650961,0.15473072799955678,0.671812273146207,-4.084648319412012,0.927246367830534,0.22426730063420958,0.671812273146207,-4.084648319412012,0.927246367830534
0.9195417438635152,-3.856596578586552,0.9737429004285502,0.1632508784585229,0.6718519896141042,-4.084593334469265,0.9632538097902303,0.20997213328133682,0.6718519896141042,-4.084593334469265,0.9632538097902303
0.9195417438635134,-3.8565965785865544,0.9737429004285507,0.1632508784585217,0.677111030469177,-4.076922726221164,0.9763340703704656,0.2135499193392258,0.677111030469177,-4.076922726221164,0.9763340703704656
0.9195417438635148,-3.8565965785865526,0.9737429004285507,0.16325087845852249,0.6787768391744824,-4.074395285594036,0.9997820415392854,0.23409148236833832,0.6787768391744824,-4.074395285594036,0.9997820415392854
0.906865449170685,-3.863829708130982,1.0428543713423655,0.15705168302834557,0.6800991854537943,-4.072256972626211,1.0341231236275248,0.19802175842480052,0.6800991854537943,-4.072256972626211,1.0341231236275248
0.911613426511948,-3.8610877590167934,1.0440877205375552,0.15706022036146253,0.6810867893532229,-4.070529331067332,1.0688455792094391,0.22069411502847874,0.6810867893532229,-4.070529331067332,1.0688455792094391
0.911613426511948,-3.861087759016792,1.0440877205375552,0.15706022036146222,0.6814617002250849,-4.069815841067798,1.105131077354832,0.2592948810474274,0.6814617002250849,-4.069815841067798,1.105131077354832
0.9100774468617392,-3.8633519027249856,1.1307820491649587,0.15707272421231647,0.6816290871850217,-4.069467132006071,1.1413908125705066,0.20696447066319243,0.6816290871850217,-4.069467132006071,1.1413908125705066
0.9127072024301999,-3.8591318028925192,1.1307632302467836,0.15704514698133623,0.6816828703101955,-4.069343839373505,1.177525060340024,0.2398694331821273,0.6816828703101955,-4.069343839373505,1.177525060340024
0.9092308156546974,-3.857300833422819,1.2196647528252478,0.15642354501788538,0.681726199422429,-4.069233840040065,1.2135882528234727,0.19868944715141307,0.681726199422429,-4.069233840040065,1.2135882528234727
0.9029482821658552,-3.8507829700519993,1.221113333988891,0.1565362653637309,0.6817357025406182,-4.069206905960024,1.24961909891528,0.2263615467511552,0.6817357025406182,-4.069206905960024,1.24961909891528
0.9029482821658563,-3.850782970052003,1.2211133339888904,0.15653626536373233,0.6817582038451077,-4.06913497342485,1.2856367951719063,0.2609162814167275,0.6817582038451077,-4.06913497342485,1.2856367951719063
0.9027020647380237,-3.861182318751326,1.3090683465114688,0.1528919878240053,0.6817612330693061,-4.069123905582648,1.32164887090571,0.20733692781482846,0.6817612330693061,-4.069123905582648,1.32164887090571
0.9023244779750987,-3.8607434087244883,1.3089856993430644,0.152892351534932,0.6817768889960913,-4.069057383311184,1.3576591062401648,0.24051572719201597,0.6817768889960913,-4.069057383311184,1.3576591062401648
0.902702064738024,-3.861182318751326,1.3090683465114685,0.15289198782400543,0.6817785393934436,-4.069049033114091,1.3936680974259197,0.26585213571284805,0.6817785393934436,-4.069049033114091,1.3936680974259197
0.9023244779751016,-3.8607434087244905,1.3089856993430649,0.1528923515349329,0.6817891904517946,-4.068982662998556,1.4296785871335242,0.2830558175895545,0.6817891904517946,-4.068982662998556,1.4296785871335242
0.9009922174468545,-3.859002899306687,1.4000427745835315,0.15463867543144436,0.6817901545775149,-4.06897487139949,1.4656873977111595,0.26583796509320223,0.6817901545775149,-4.06897487139949,1.4656873977111595
